,Unnamed: 0,Group,File,Modulus
18020,18020,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.72861
18021,18021,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,14.142270000000002
18022,18022,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.0784
18023,18023,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.314964999999999
18024,18024,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.8273
18025,18025,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.640074
18026,18026,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.965184
18027,18027,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.428177
18028,18028,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.103067
18029,18029,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.0784
18030,18030,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,12.19161
18031,18031,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,13.00438
18032,18032,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.777958
18033,18033,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,11.21628
18034,18034,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,13.49205
18035,18035,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,46.49067
18036,18036,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,11.37883
18037,18037,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.72861
18038,18038,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,14.46737
18039,18039,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.24095
18040,18040,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,12.35416
18041,18041,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.265622
18042,18042,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.8273
18043,18043,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,5.689417
18044,18044,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.664745
18045,18045,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.615403
18046,18046,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.664745
18047,18047,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.3396360000000005
18048,18048,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,5.689417
18049,18049,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.0784
18050,18050,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.915841
18051,18051,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,12.02905
18052,18052,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,17.06825
18053,18053,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,16.09292
18054,18054,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,12.84183
18055,18055,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,29.25986
18056,18056,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.428177
18057,18057,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18058,18058,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,4.551533999999999
18059,18059,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.8273
18060,18060,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.802629
18061,18061,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.915841
18062,18062,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,11.70394
18063,18063,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,12.51672
18064,18064,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.640074
18065,18065,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.989855
18066,18066,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.103067
18067,18067,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,11.21628
18068,18068,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.152410000000001
18069,18069,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,5.201753
18070,18070,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.177080999999999
18071,18071,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.177080999999999
18072,18072,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.8273
18073,18073,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.24095
18074,18074,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,15.4427
18075,18075,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,4.876643
18076,18076,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,17.23081
18077,18077,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,58.35716
18078,18078,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.127738
18079,18079,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.152410000000001
18080,18080,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,5.851972
18081,18081,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.965184
18082,18082,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.615403
18083,18083,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.965184
18084,18084,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.940513000000001
18085,18085,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.24095
18086,18086,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,13.49205
18087,18087,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,11.37883
18088,18088,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,11.37883
18089,18089,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.24095
18090,18090,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.802629
18091,18091,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.177080999999999
18092,18092,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,5.201753
18093,18093,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,5.526862
18094,18094,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,5.039198000000001
18095,18095,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.640074
18096,18096,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.127738
18097,18097,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.452848
18098,18098,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,15.4427
18099,18099,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.452848
18100,18100,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.452848
18101,18101,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.56606
18102,18102,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.103067
18103,18103,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.640074
18104,18104,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.989855
18105,18105,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.477519999999999
18106,18106,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.477519999999999
18107,18107,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.965184
18108,18108,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.502191000000001
18109,18109,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.502191000000001
18110,18110,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.014526
18111,18111,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.777958
18112,18112,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.314964999999999
18113,18113,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.265622
18114,18114,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18115,18115,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18116,18116,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.477519999999999
18117,18117,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.428177
18118,18118,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,11.54139
18119,18119,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,14.46737
18120,18120,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,54.94351
18121,18121,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,86.64169
18122,18122,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.802629
18123,18123,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.477519999999999
18124,18124,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.802629
18125,18125,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.965184
18126,18126,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.802629
18127,18127,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.452848
18128,18128,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.103067
18129,18129,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.802629
18130,18130,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.314964999999999
18131,18131,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.127738
18132,18132,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.940513000000001
18133,18133,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.103067
18134,18134,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.664745
18135,18135,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.152410000000001
18136,18136,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18137,18137,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.127738
18138,18138,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.615403
18139,18139,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.965184
18140,18140,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.177080999999999
18141,18141,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.965184
18142,18142,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.3396360000000005
18143,18143,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,4.714087999999999
18144,18144,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,4.388979
18145,18145,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.777958
18146,18146,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,11.70394
18147,18147,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,12.35416
18148,18148,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.753286
18149,18149,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.753286
18150,18150,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.314964999999999
18151,18151,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.664745
18152,18152,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.777958
18153,18153,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.152410000000001
18154,18154,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.664745
18155,18155,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.152410000000001
18156,18156,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.802629
18157,18157,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.777958
18158,18158,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18159,18159,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.664745
18160,18160,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.152410000000001
18161,18161,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.777958
18162,18162,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.127738
18163,18163,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.640074
18164,18164,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.152410000000001
18165,18165,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.24095
18166,18166,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.915841
18167,18167,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18168,18168,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.314964999999999
18169,18169,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,4.388979
18170,18170,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.127738
18171,18171,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,18.04358
18172,18172,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,17.88103
18173,18173,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.452848
18174,18174,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.3396360000000005
18175,18175,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.177080999999999
18176,18176,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.664745
18177,18177,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.664745
18178,18178,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.802629
18179,18179,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.590732
18180,18180,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18181,18181,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.103067
18182,18182,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18183,18183,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.452848
18184,18184,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.965184
18185,18185,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.640074
18186,18186,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.152410000000001
18187,18187,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18188,18188,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,12.02905
18189,18189,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.590732
18190,18190,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.72861
18191,18191,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18192,18192,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.0784
18193,18193,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.127738
18194,18194,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.615403
18195,18195,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18196,18196,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,5.039198000000001
18197,18197,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,2.113212
18198,18198,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.265622
18199,18199,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,53.64307
18200,18200,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.265622
18201,18201,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.965184
18202,18202,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.127738
18203,18203,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.152410000000001
18204,18204,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.452848
18205,18205,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.965184
18206,18206,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.8273
18207,18207,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.640074
18208,18208,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.103067
18209,18209,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.640074
18210,18210,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.314964999999999
18211,18211,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.777958
18212,18212,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.802629
18213,18213,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.802629
18214,18214,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.502191000000001
18215,18215,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.265622
18216,18216,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.290294
18217,18217,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.314964999999999
18218,18218,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.152410000000001
18219,18219,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.3396360000000005
18220,18220,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,6.3396360000000005
18221,18221,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.127738
18222,18222,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.452848
18223,18223,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.265622
18224,18224,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.477519999999999
18225,18225,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,5.201753
18226,18226,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,5.851972
18227,18227,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.56606
18228,18228,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,23.57044
18229,18229,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,50.06687
18230,18230,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.615403
18231,18231,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,10.24095
18232,18232,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.103067
18233,18233,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.127738
18234,18234,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.428177
18235,18235,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,11.70394
18236,18236,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.915841
18237,18237,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.615403
18238,18238,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,7.477519999999999
18239,18239,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,9.590732
18240,18240,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,11.05372
18241,18241,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.615403
18242,18242,Polymyxin,20200630_MG1655_mCherry_mcr-1_Prot15_50uM_Colistin.018.txt,8.127738
